Genetic_ID	Master_ID	Skeletal_code	Skeletal_element	Year_data	Publication	Method_for	Date_mean	Date_standard	Full_Date	Age_at	Group_ID	Locality	Political_Entity	Lat.	Long.	Pulldown_Strategy	Data_source	No._Libraries	1240k_coverage	SNPs_hit_1240k	SNPs_hit_HO	Molecular_Sex	Family_ID	Y_haplogroup_terminal	Y_haplogroup_ISOGG_curation	mtDNA_coverage	mtDNA_haplogroup	mtDNA_match	Damage_rate	Sex_ratio	Library_type	Libraries	ASSESSMENT	ASSESSMENT_WARNINGS	Unnamed:_35
I14743_d	I14743	56950; 3614; GENLAB 255	tooth (canine)	2021	PattersonNature2021	Direct: IntCal20	2594	75	779-524 calBCE (2502±30 BP, SUERC-95002)	adult , 35-50	England_EIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	0.061415	64798	33935	M	n/a (no relatives detected)	R-L151	R1b1a1b1a1a	138.529543	I4a	..	..	0.409289617	ss.half	S14743.Y1.E1.L1	PASS	..	
I14747	I14747	56950; 203007; GENLAB 271	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20; R_combine	2374	33	514-391 calBCE (2365±20 BP) [R_combine: (2375±25 BP, OxA-20796); (2350±30 BP, SUERC-24072)]	adult , 50-70	England_EIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	0.172215	163510	87049	F	n/a (no relatives detected)	n/a (female)	n/a (female)	131.7	H3	[0.961,0.985]	0.082	0.01	ss.half	S14747.Y1.E1.L1	PASS	damage.ss.half=0.082	
I14857	I14857	56950; 3616; GENLAB 256	petrous	2021	PattersonNature2021	Direct: IntCal20	2408	70	719-384 calBCE (2365±35 BP, GrA-35980)	sub adult , 14-18	England_EIA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	0.156296	161241	86188	F	n/a (no relatives detected)	n/a (female)	n/a (female)	29.38	H3an	[0.970,0.995]	0.119	0.008	ss.half	S14857.Y1.E1.L1	PASS	..	
I16600	I16600	85680; 61409; GENLAB 275	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2396	64	713-381 calBCE (2358±34 BP, SUERC-49184)	adult , 28-35	England_EIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402	Repulldown on 3.2M snpset	1240K	2	0.310317	254472	137316	M	n/a (no relatives detected)	R-L52	R1b1a1b1a1	160.628402	T2b1	..	..	0.431567908	ds.half,ss.half	S16600.Y1.E1.L1,S16600.Y1.E3.L1	PASS	..	
I16602	I16602	85684; 62017; GENLAB 277	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2455	88	734-403 calBCE (2415±25 BP, SUERC-53042)	adult , 40-60	England_EIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402	Repulldown on 3.2M snpset	1240K	1	0.302992	253846	139198	F	n/a (no relatives detected)	n/a (female)	n/a (female)	264	H1aq	[0.968,0.986]	0.075	0.009196355	ds.half	S16602.Y1.E1.L1	PASS	..	
I16612	I16612	A1979.1; Deposit 3; Pit 37	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2419	65	658-397 calBCE (2389±26 BP, OxA-25953)	..	England_EIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	0.154239	140858	76777	F	n/a (no relatives detected)	n/a (female)	n/a (female)	91.23	H3	[0.991,1.000]	0.066	0.01486401	ds.half	S16612.Y1.E1.L1	PASS	..	
I16617	I16617	R3330	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2591	76	777-516 calBCE (2496±30 BP, SUERC-70743)	..	England_EIA	England, Sussex, Brighton, Black Rock	United Kingdom	50.816715	-0.097726	Repulldown on 3.2M snpset	1240K	3	0.076019	82352	44404	F	n/a (no relatives detected)	n/a (female)	n/a (female)	162.581628	H4a1a1a	..	..	0.013157895	ds.half,ss.half,ss.half	S16617.Y1.E1.L1,S16617.Y1.E2.L1,S16617.Y1.E3.L1	PASS	..	
I16618	I16618	R3016	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2604	74	787-544 calBCE (2518±30 BP, SUERC-70739)	..	England_EIA	England, Sussex, Brighton, Surrendon Road	United Kingdom	50.850879	-0.14475	Repulldown on 3.2M snpset	1240K	5	0.537775	414366	227129	F	n/a (no relatives detected)	n/a (female)	n/a (female)	702.602994	K1a4	..	0.064	0.010962241	ds.half,ds.half,ds.half,ds.half,ds.half	S16618.Y1.E1.L1,S16618.Y1.E2.L1,S16618.Y1.E3.L1,S16618.Y1.E4.L1,S16618.Y1.E5.L1	PASS	..	
I17258	I17258	NB 92; F.108 (2); Sk 3	petrous	2021	PattersonNature2021	Direct: IntCal20	2415	62	542-396 calBCE (2386±26 BP, SUERC-66076)	..	England_EIA	England, Hampshire, Stockbridge, New Buildings	United Kingdom	51.136489	-1.494026	Repulldown on 3.2M snpset	1240K	1	2.873916	671185	370067	F	n/a (no relatives detected)	n/a (female)	n/a (female)	269.9	K1a2	[0.983,0.997]	0.083	0.013626287	ds.half	S17258.Y1.E1.L1	PASS	..	
I17259	I17259	NB 92; F.117 (2); Tr. 2	petrous	2021	PattersonNature2021	Direct: IntCal20	2438	77	725-400 calBCE (2405±25 BP, SUERC-66078)	..	England_EIA	England, Hampshire, Stockbridge, New Buildings	United Kingdom	51.136489	-1.494026	Repulldown on 3.2M snpset	1240K	1	2.410841	642160	354291	M	n/a (no relatives detected)	I-PF692	I2a1b1b	213.2	H5a1	[0.953,0.980]	0.116	0.449672543	ds.half	S17259.Y1.E1.L1	PASS	..	
I17260	I17260	NB 92; P.232 (1); Tr. 2	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I17258, I17259)	2550	115	800-400 BCE	..	England_EIA	England, Hampshire, Stockbridge, New Buildings	United Kingdom	51.136489	-1.494026	Repulldown on 3.2M snpset	1240K	1	2.681443	659237	363591	M	n/a (no relatives detected)	R-Z251	R1b1a1b1a1a2c1	310.9	U5a1a2a	[0.995,1.000]	0.084	0.449336764	ds.half	S17260.Y1.E1.L1	PASS	..	
I19287	I19287	85684; 62020; GENLAB 278	petrous	2021	PattersonNature2021	Direct: IntCal20	2570	90	761-422 calBCE (2468±26 BP, SUERC-53039)	adult , 18-20	England_EIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402	Repulldown on 3.2M snpset	1240K	1	0.573	439485	235865	F	n/a (no relatives detected)	n/a (female)	n/a (female)	73.6	K1b1a	[0.988,0.998]	0.211	0.012	ss.half	S19287.Y1.E2.L1	PASS	..	
I19861	I19861	GENLAB 109, 57814 (ID 4174; Context 4175)	petrous	2021	PattersonNature2021	Direct: IntCal20	2597	72	779-541 calBCE (2506±28 BP, SUERC-41683)	adult , 30-40	England_EIA	England, Wiltshire, Rowbarrow	United Kingdom	51.052725	-1.7862875	Repulldown on 3.2M snpset	1240K	1	2.722	677152	366889	F	n/a (no relatives detected)	n/a (female)	n/a (female)	110.2	U2e2a1c	[0.986,0.997]	0.209	0.016	ss.half	S19861.Y1.E1.L1	PASS	..	
I19862	I19862	GENLAB 111, 57814 (ID 4244; Context 4243)	petrous	2021	PattersonNature2021	Direct: IntCal20	2571	89	767-423 calBCE (2471±28 BP, SUERC-41689)	adult , 30-40	England_EIA	England, Wiltshire, Rowbarrow	United Kingdom	51.052725	-1.7862875	Repulldown on 3.2M snpset	1240K	1	1.816	656663	355155	F	n/a (no relatives detected)	n/a (female)	n/a (female)	123.8	H5a1f	[0.978,0.996]	0.184	0.013	ss.half	S19862.Y1.E1.L1	PASS	..	
I19863	I19863	GENLAB 112, 57814 (ID 4512; Context 4513)	petrous	2021	PattersonNature2021	Direct: IntCal20; R_combine	2352	17	460-382 calBCE (2342±21 BP) [R_combine: (2359±29 BP, SUERC-41690); (2327±28 BP, SUERC-47739)]	sub adult , 14-16	England_EIA	England, Wiltshire, Rowbarrow	United Kingdom	51.052725	-1.7862875	Repulldown on 3.2M snpset	1240K	1	1.315	580609	312062	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	147.2	N1a1a1a2	[0.992,1.000]	0.249	0.45	ss.half	S19863.Y1.E1.L1	PASS	Xcontam=[0.006, 0.016]	
I19868	I19868	GENLAB 115, 57814 (ID 4652; Context 4653)	petrous	2021	PattersonNature2021	Direct: IntCal20	2579	84	771-476 calBCE (2478±28 BP, SUERC-41694)	adult , 35-45	England_EIA	England, Wiltshire, Rowbarrow	United Kingdom	51.052725	-1.7862875	Repulldown on 3.2M snpset	1240K	1	1.296	570558	306517	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	55.28	T2e1a	[0.984,0.997]	0.221	0.447	ss.half	S19868.Y1.E1.L1	PASS	..	
I20585	I20585	GENLAB 321; 8592	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2550	115	800-400 BCE	..	England_EIA	England, Oxfordshire, Yarnton	United Kingdom	51.7977	-1.313464	Repulldown on 3.2M snpset	1240K	1	2.793	740734	400085	F	n/a (no relatives detected)	n/a (female)	n/a (female)	89.64	K1c1	[0.987,0.999]	0.222	0.015	ss.half	S20585.Y1.E1.L1	PASS	..	
I27381	I27381	GENLAB 390 (110920-19-B)	petrous	2021	PattersonNature2021	Direct: IntCal20	2487	101	748-406 calBCE (2430±25 BP, SUERC-97712)	..	England_EIA	England, Dorset, Long Bredy, Bottle Knap	United Kingdom	50.710999	-2.611068	Repulldown on 3.2M snpset	1240K	1	5.897	838795	461880	F	n/a (no relatives detected)	n/a (female)	n/a (female)	171.5	U4c1	[0.963,0.982]	0.102	0.013	ds.half	S27381.Y1.E1.L1	PASS	..	
I27382	I27382	GENLAB 391 (110920-19-F)	petrous	2021	PattersonNature2021	Direct: IntCal20	2592	72	774-540 calBCE (2493±25 BP, SUERC-97713)	..	England_EIA	England, Dorset, Long Bredy, Bottle Knap	United Kingdom	50.710999	-2.611068	Repulldown on 3.2M snpset	1240K	1	6.908	849875	468121	M	n/a (no relatives detected)	R-DF23	R1b1a1b1a1a2c1a1a1a1	173.1	H1	[0.969,0.989]	0.114	0.443	ds.half	S27382.Y1.E1.L1	PASS	..	
I27383	I27383	GENLAB 392 (110920-19-A)	petrous	2021	PattersonNature2021	Direct: IntCal20	2522	105	750-411 calBCE (2444±25 BP, SUERC-97717)	..	England_EIA	England, Dorset, Long Bredy, Bottle Knap	United Kingdom	50.710999	-2.611068	Repulldown on 3.2M snpset	1240K	1	6.412	856072	470354	F	n/a (no relatives detected)	n/a (female)	n/a (female)	201	U4c1	[0.979,0.993]	0.103	0.013	ds.half	S27383.Y1.E1.L1	PASS	..	
I12774	I12774	TB 102, CPC-02-Y-062	petrous	2021	PattersonNature2021	Direct: IntCal20	2554	98	758-416 calBCE (2460±30 BP, OxA-29233)	..	England_EIA_highEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	Repulldown on 3.2M snpset	1240K	1	3.436554	831547	456507	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	617.4	H10b	[0.993,1.000]	0.101	0.403	ds.half	S12774.Y1.E1.L1	PASS	..	
I19867	I19867	GENLAB 114, 57814 (ID 4636; Context 4651)	petrous	2021	PattersonNature2021	Direct: IntCal20	2598	72	780-541 calBCE (2507±28 BP, SUERC-41693)	adult , 50-60	England_EIA_highEEF	England, Wiltshire, Rowbarrow	United Kingdom	51.052725	-1.7862875	Repulldown on 3.2M snpset	1240K	1	2.793	700567	379419	F	n/a (no relatives detected)	n/a (female)	n/a (female)	65.85	H3+16311	[0.967,0.990]	0.193	0.015	ss.half	S19867.Y1.E1.L1	PASS	..	
I12772	I12772	SB 553, 19.36.9	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	2.570493	804324	443201	M	n/a (no relatives detected)	G-Z1823	G2a2b2a1a1b	372	T2c1d+152	[0.984,0.996]	0.082	0.399	ds.half	S12772.Y1.E1.L1	PASS	..	
I16380	I16380	TB 179; 1900.36.13	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	0.436933	359924	193349	M	n/a (no relatives detected)	R-BY23924	R1b1a1b1a1a2c1a1a	82.99	U4b1a1a1	[0.980,0.995]	0.094	0.41586895	ss.half	S16380.Y1.E1.L1	PASS	damage.ss.half=0.094	
I16388	I16388	TB 201; 1900.36.11	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	0.458569	369156	196318	F	n/a (no relatives detected)	n/a (female)	n/a (female)	89.68	J1c1	[0.982,0.997]	0.118	0.01203376	ss.half	S16388.Y1.E1.L1	PASS	..	
I16439	I16439	TB 173; TRURI 1900.36.15	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	2.763267	781015	429837	F	n/a (no relatives detected)	n/a (female)	n/a (female)	483.3	T2c1d+152	[0.990,0.999]	0.119	0.012	ds.half	S16439.Y1.E1.L1	PASS	..	
I16440	I16440	TB 175; 1900.36.10	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	0.566388	461882	253273	M	n/a (no relatives detected)	R-FGC12384	R1b1a1b1a1a2b1c1b	97.63	T2c1d+152	[0.985,0.996]	0.105	0.407	ds.half	S16440.Y1.E1.L1	PASS	..	
I16441	I16441	TB 177; 1900.36.14	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	1.914701	721882	398967	F	n/a (no relatives detected)	n/a (female)	n/a (female)	299.4	J1c2e	[0.982,0.996]	0.115	0.012	ds.half	S16441.Y1.E1.L1	PASS	..	
I16442	I16442	TB 178; 1900.36.12	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2329	243	800 BCE - 43 CE	..	England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809	Repulldown on 3.2M snpset	1240K	1	2.930128	760577	420369	F	n/a (no relatives detected)	n/a (female)	n/a (female)	611.1	U4b1a1a1	[0.987,0.998]	0.079	0.013	ds.half	S16442.Y1.E1.L1	PASS	..	
I16453	I16453	TB 192; 1967.31.1	tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2350	231	800-1 BCE	..	England_IA	England, Cornwall, St. Mawes, Tregear Vean	United Kingdom	50.171785	-5.012467	Repulldown on 3.2M snpset	1240K	2	0.056747	64086	35002	M	n/a (no relatives detected)	I1	I1	55.444626	U5a2a1	..	..	0.399393327	ds.half,ss.half	S16453.Y1.E1.L1,S16453.Y1.E2.L1	PASS	..	
I16620	I16620	Catcote HCS01; Context 23 Burial 2	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20 marine calibrated; we don't have the mean and standard deviations from OxCal so assume a uniform distribution over the given range.	2117	100	340 BCE - 6 CE (2143±25 BP, SUERC-97711, marine calibrated)	..	England_IA	England, Co. Durham, Hartlepool, Catcote	United Kingdom	54.676567	-1.236391	Repulldown on 3.2M snpset	1240K	1	0.160273	161072	87718	F	n/a (no relatives detected)	n/a (female)	n/a (female)	26.88	H1bs	[0.989,1.000]	0.098	0.011452777	ds.half	S16620.Y1.E1.L1	PASS	..	
I21305	I21305	GENLAB 44 (a64)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2300	260	800 BCE - 100 CE	..	England_IA	England, Somerset, Weston-super-Mare, Grove Park Road	United Kingdom	51.353937	-2.979463	Repulldown on 3.2M snpset	1240K	1	0.258	248122	137501	M	n/a (no relatives detected)	R-A1101	R1b1a1b1a1a2c1a1k	21	H1	[0.927,0.972]	0.126	0.398	ds.half	S21305.Y1.E3.L1	PASS	mtcontam=[0.927,0.970]	
I14550	I14550	TB 169, HATMP100348.3 (Grave 3)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	1850	462	700 BCE - 900 CE	..	England_IA_EarlyMedieval	England, Sussex, Brighton, Slonk Hill	United Kingdom	50.844866	-0.266087	Repulldown on 3.2M snpset	1240K	1	3.427539	788189	437058	F	n/a (no relatives detected)	n/a (female)	n/a (female)	379.6	H3+152	[0.986,1.000]	0.099	0.008	ds.half	S14550.Y1.E1.L1	PASS	..	
EAS005_noUDG	EAS005	EST 84 37	..	2022	GretzingerNature2022	Context: Historical - Period	1300	29	600-700 CE	..	England_Kent_AngloSaxon_Emedieval_lc	England, Kent, Eastry	United Kingdom	51.245326	1.303369	Repulldown on 3.2M snpset	1240k	1	0.003852	14174	7617	M	n/a (no relatives detected)	..	..	5.177922627	I2	..	0.3564	..	ss.minus	EAS005	PASS	..	
I12608	I12608	GENLAB 56; 2033; SF901	tooth; tooth; tooth	2021	PattersonNature2021	Direct: IntCal20	2929	42	1055-904 calBCE (2828±27 BP, BRAMS-1298)	..	England_LBA	England, Wiltshire, Potterne, Blackberry Field	United Kingdom	51.330985	-2.050187	Repulldown on 3.2M snpset	1240K	3	0.024043	27425	14645	F	n/a (no relatives detected)	n/a (female)	n/a (female)	49.722494	H3ap	..	0.146	0.01588785	ss.half,ss.half,ds.half	S12608.Y1.E3.L1,S12608.Y1.E2.L1,S12608.Y1.E1.L1	PASS	..	
I12614	I12614	GENLAB 63; 2951	tooth (molar); tooth (molar); tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2900	87	1100-800 BCE	..	England_LBA	England, Wiltshire, Potterne, Blackberry Field	United Kingdom	51.330985	-2.050187	Repulldown on 3.2M snpset	1240K	3	0.128085	136581	74622	F	n/a (no relatives detected)	n/a (female)	n/a (female)	215.072485	K1a1b1	..	0.097	0.009171076	ss.half,ss.half,ds.half	S12614.Y1.E3.L1,S12614.Y1.E2.L1,S12614.Y1.E1.L1	PASS	..	
I12624	I12624	GENLAB 57; 2747	bone (long bone); bone (long bone); bone (long bone)	2021	PattersonNature2021	Context: Layer date from bone from same context calibrated in IntCal20 900-804 calBCE (2689±27 BP, BRAMS-1587)	2800	29	900-800 BCE	..	England_LBA	England, Wiltshire, Potterne, Blackberry Field	United Kingdom	51.330985	-2.050187	Repulldown on 3.2M snpset	1240K	3	0.250204	246189	135159	F	n/a (no relatives detected)	n/a (female)	n/a (female)	139.145875	H3	..	0.152	0.01039461	ss.half,ds.half,ss.half	S12624.Y1.E2.L1,S12624.Y1.E1.L1,S12624.Y1.E3.L1	PASS	..	
I12936	I12936	SB 486D, Mandible 5	tooth (molar); tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2945	55	1090-900 BCE	..	England_LBA	England, North Yorkshire, Raven Scar Cave	United Kingdom	54.176006	-2.416361	Repulldown on 3.2M snpset	1240K	2	0.043545	49398	26415	F	n/a (no relatives detected)	n/a (female)	n/a (female)	115.808981	J1c5f	..	0.094	0.033482143	ds.half,ss.half	S12936.Y1.E1.L1,S12936.Y1.E2.L1	PASS	..	
I13712	I13712	GENLAB 140, ExEKA09, Zone 21 (ID 153066; Context 153065, ExEKA09, Zone 21)	petrous	2021	PattersonNature2021	Direct: IntCal20	2914	27	1011-916 calBCE (2815±15 BP, PSUAMS-7613)	adult , >50	England_LBA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	3.994416	819126	451847	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	367.7	U5b2b3a	[0.986,0.999]	0.145	0.427	ds.half	S13712.Y1.E1.L1	PASS	..	
I13713	I13713	GENLAB 141, ExEKA09, Zone 21 (ID 275007; Context 275009, ExEKA09, Zone 21)	petrous	2021	PattersonNature2021	Direct: IntCal20	2912	49	1055-837 calBCE (2810±35 BP, SUERC-40719)	adult , 24-29	England_LBA	England, Kent, East Kent Access Road	United Kingdom	51.3603	1.3405	Repulldown on 3.2M snpset	1240K	1	4.347107	821117	453864	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	460.2	H1c	[0.989,0.999]	0.112	0.43	ds.half	S13713.Y1.E1.L1	PASS	..	
I14358	I14358	56950; 2058 ON100; GENLAB 251	petrous	2021	PattersonNature2021	Direct: IntCal20	2808	31	912-807 calBCE (2710±30 BP, GrA-37966)	sub adult , 15-18	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	2.266249	719569	390272	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	473.6	H3	[0.965,0.988]	0.117	0.395	ss.half	S14358.Y1.E1.L1	PASS	Xcontam=[0.005,0.011]	
I14377	I14377	56950; 2058 ON101; GENLAB 252	petrous	2021	PattersonNature2021	Direct: IntCal20	2889	45	1014-836 calBCE (2790±30 BP, GrA-37751)	adult , 35-45	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	3.084905	778341	430088	F	n/a (no relatives detected)	n/a (female)	n/a (female)	358.8	U5b1b1d	[0.978,0.995]	0.14	0.009	ds.half	S14377.Y1.E1.L1	PASS	..	
I14379	I14379	56950; 3649; GENLAB 258	petrous	2021	PattersonNature2021	Direct: IntCal20	2801	30	903-807 calBCE (2698±27 BP, OxA-18429)	..	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	3	1.135537	659470	361543	F	n/a (no relatives detected)	n/a (female)	n/a (female)	71.32247	T2c1d+152	..	0.162	0.012937612	ds.half,ds.half,ds.half	S14379.Y1.E1.L1,S14379.Y1.E2.L1,S14379.Y1.E3.L1	PASS	..	
I14742	I14742	56950; 2471; GENLAB 253	tooth (canine); tooth (canine); tooth (canine)	2021	PattersonNature2021	Direct: IntCal20	2898	33	1011-860 calBCE (2795±20 BP, PSUAMS-7671)	sub adult , 15-18	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	3	0.042818	46743	24587	M	n/a (no relatives detected)	P-P337	P1	204.529905	H1+16189	..	0.225	0.390228819	ss.half,ss.half,ss.half	S14742.Y1.E3.L1,S14742.Y1.E2.L1,S14742.Y1.E1.L1	PASS	..	
I14745	I14745	56950; 3675; GENLAB 265	tooth (molar); tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2789	31	900-798 calBCE (2677±30 BP, OxA-17805)	adult , >55	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	2	0.046898	50052	26468	F	n/a (no relatives detected)	n/a (female)	n/a (female)	55.520369	X2b	..	0.183	0.014091351	ss.half,ss.half	S14745.Y1.E2.L1,S14745.Y1.E1.L1	PASS	..	
I14862	I14862	56950; 3676; GENLAB 266	petrous	2021	PattersonNature2021	Direct: IntCal20	2834	43	982-812 calBCE (2745±35 BP, GrA-36000)	juvenile, 10-11	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	3.877572	820616	442170	F	n/a (no relatives detected)	n/a (female)	n/a (female)	538.8	H1	[0.969,0.988]	0.117	0.009	ss.half	S14862.Y1.E1.L1	PASS	..	
I14864	I14864	56950; 3680; GENLAB 268	petrous	2021	PattersonNature2021	Direct: IntCal20	2839	45	983-816 calBCE (2750±35 BP, GrA-36002)	sub adult , 17-18	England_LBA	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	2.820335	747557	403658	F	n/a (no relatives detected)	n/a (female)	n/a (female)	396.2	T2b	[0.993,1.000]	0.108	0.011	ss.half	S14864.Y1.E1.L1	PASS	..	
I7576	I7576	1113 (BEDFM2001.123, Context 1113)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3039	55	1209-1005 calBCE (2900±30 BP, SUERC-26285)	young adult 	England_LBA	England, Bedfordshire, Biddenham Loop	United Kingdom	52.122402	-0.511365	Repulldown on 3.2M snpset	1240K	1	2.807235	768824	418394	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	107	J1c2	[0.985,0.995]	0.123	0.426	ds.half	S7576.E1.L1	PASS	extraction.negative.flag	
I7628	I7628	10423 (BEDFM2003.1, Context 10423)	petrous	2018	OlaldeNature2018	Direct: IntCal20	3033	61	1212-983 calBCE (2895±35 BP, SUERC-25541)	adult 	England_LBA	England, Bedfordshire, Biddenham Loop	United Kingdom	52.122402	-0.511365	Repulldown on 3.2M snpset	1240K	1	0.522439	402032	215715	M	n/a (no relatives detected)	R-FGC3236	R1b1a1b1a1a2c1a4b3a	25.6	T1a1	[0.988,1.000]	0.164	0.441	ds.half	S7628.E1.L1	PASS	..	
I7629	I7629	ME12, Sk 2032	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	3015	57	1201-933 calBCE (2883±32 BP, SUERC-66411) 	..	England_LBA	England, Yorkshire, East Riding, North Ferriby, Melton Quarry	United Kingdom	53.725076	-0.523009	Repulldown on 3.2M snpset	1240K	4	1.710207	727000	392743	M	n/a (no relatives detected)	R-CTS241	R1b1a1b1a1a2c1a	684.370813	H17	[0.979,0.995]	0.118	0.431	ds.half,ds.half,ds.half,ds.half,ds.half	S7629.E1.L1,S7629.E1.L3,S7629.E1.L2,S7629.E1.L5,S7629.E1.L4	PASS	..	
